,country,variety,points
104643,Italy,"Corvina, Rondinella, Molinara",88
104644,Italy,"Corvina, Rondinella, Molinara",88
104645,France,Pinot Noir,88
104646,France,Pinot Noir,88
104647,Italy,Aglianico,88
104648,Portugal,Alfrocheiro,88
104649,Chile,Sauvignon Blanc,88
104650,Italy,"Corvina, Rondinella, Molinara",88
104651,Italy,"Corvina, Rondinella, Molinara",88
104652,US,Syrah,88
104653,Chile,Cabernet Sauvignon,88
104654,Italy,Picolit,88
104655,France,Sparkling Blend,88
104656,US,Red Blend,88
104657,Portugal,Portuguese Red,88
104658,US,Sauvignon Blanc,88
104659,Italy,Sagrantino,88
104660,Italy,Moscato,88
104661,Italy,"Corvina, Rondinella, Molinara",88
104662,Portugal,Vinhão,88
104663,France,Chenin Blanc-Chardonnay,88
104664,Portugal,Portuguese White,88
104665,Romania,Cabernet Sauvignon,88
104666,US,Zinfandel,88
104667,Portugal,Portuguese White,88
104668,Italy,"Corvina, Rondinella, Molinara",88
104669,US,Petite Sirah,88
104670,Chile,Cabernet Sauvignon,84
104671,US,Zinfandel,84
104672,New Zealand,Pinot Noir,84
104673,Italy,Sangiovese,84
104674,US,Chardonnay,84
104675,US,Rosé,84
104676,US,Red Blend,84
104677,Spain,White Blend,84
104678,US,Pinot Noir,84
104679,Spain,Tempranillo,84
104680,Chile,Carmenère,84
104681,US,Riesling,84
104682,Spain,Red Blend,84
104683,US,Syrah,84
104684,Portugal,Portuguese Red,84
104685,Italy,Sangiovese,84
104686,US,Sauvignon Blanc,84
104687,US,Chardonnay,84
104688,Portugal,Portuguese White,84
104689,Portugal,Arinto,84
104690,US,Pinot Grigio,84
104691,US,Pinot Noir,84
104692,US,Cabernet Sauvignon,84
104693,US,Chardonnay,84
104694,US,Sauvignon Blanc,84
104695,US,Chardonnay,84
104696,US,Albariño,84
104697,Spain,Tempranillo,84
104698,US,Cabernet Sauvignon,84
104699,Chile,Merlot,84
104700,South Africa,Champagne Blend,85
104701,US,Chardonnay,85
104702,Australia,Riesling,85
104703,Australia,Sauvignon Blanc,85
104704,Chile,Cabernet Sauvignon,85
104705,US,Chardonnay,85
104706,Italy,Barbera,85
104707,Italy,Barbera,85
104708,South Africa,Sparkling Blend,85
104709,US,Pinot Noir,85
104710,New Zealand,Sauvignon Blanc,85
104711,New Zealand,Sauvignon Blanc,85
104712,US,Verdelho,85
104713,France,Rosé,85
104714,Italy,Barbera,85
104715,US,Sangiovese,85
104716,South Africa,Champagne Blend,85
104717,US,Sauvignon Blanc,85
104718,US,Syrah,85
104719,US,Chardonnay,85
104720,France,White Blend,85
104721,US,Syrah,85
104722,Israel,Cabernet Sauvignon,85
104723,Israel,Moscato,85
104724,Chile,Chardonnay,85
104725,New Zealand,Sauvignon Blanc,85
104726,New Zealand,Sauvignon Blanc,85
104727,Italy,Barbera,85
104728,Australia,Pinot Grigio,85
104729,Chile,Cabernet Sauvignon,85
104730,US,Pinot Gris,84
104731,Australia,Chardonnay,84
104732,Spain,Sauvignon Blanc-Verdejo,84
104733,Uruguay,Tannat-Syrah,84
104734,US,Merlot,84
104735,Germany,Riesling,84
104736,Spain,Verdejo,84
104737,Australia,Shiraz-Cabernet Sauvignon,84
104738,US,Zinfandel,84
104739,Spain,White Blend,84
104740,US,Chardonnay,84
104741,Germany,Riesling,84
104742,Spain,Tempranillo,84
104743,France,Bordeaux-style Red Blend,84
104744,France,Bordeaux-style Red Blend,84
104745,France,Bordeaux-style Red Blend,84
104746,France,Bordeaux-style White Blend,84
104747,Italy,Glera,84
104748,Spain,Tempranillo-Cabernet Sauvignon,84
104749,US,Cabernet Sauvignon,84
104750,Germany,Spätburgunder,84
104751,Spain,Tempranillo,84
104752,New Zealand,Pinot Gris,84
104753,New Zealand,Riesling,84
104754,New Zealand,Riesling,84
104755,US,Chardonnay,84
104756,US,Zinfandel,84
104757,Germany,Silvaner,84
104758,Brazil,Red Blend,84
104759,Australia,Grenache,84
104760,Portugal,Portuguese Red,87
104761,Italy,Prosecco,87
104762,US,Pinot Noir,87
104763,Italy,Prosecco,87
104764,US,Cabernet Sauvignon,87
104765,US,Montepulciano,87
104766,Spain,Xarel-lo,87
104767,Spain,Sparkling Blend,87
104768,US,Cabernet Sauvignon,87
104769,South Africa,Pinotage,87
104770,US,Zinfandel,87
104771,US,Zinfandel,87
104772,US,Pinot Noir,87
104773,Portugal,Portuguese Red,87
104774,Portugal,Syrah,87
104775,US,Pinot Noir,87
104776,Spain,Sparkling Blend,87
104777,Italy,Prosecco,87
104778,Spain,Garnacha,87
104779,Portugal,Trincadeira,87
104780,Spain,Sparkling Blend,87
104781,US,Merlot,87
104782,Italy,Prosecco,87
104783,Portugal,Aragonês,87
104784,US,Pinot Noir,87
104785,Italy,Prosecco,87
104786,Spain,Chardonnay,87
104787,US,Bordeaux-style Red Blend,87
104788,US,Albariño,87
104789,Spain,Cabernet Sauvignon-Syrah,87
104790,US,Bordeaux-style Red Blend,94
104791,US,Cabernet Sauvignon,94
104792,US,Syrah,94
104793,US,Cabernet Franc,94
104794,US,Cabernet Sauvignon,94
104795,US,Cabernet Sauvignon,94
104796,Italy,Nebbiolo,94
104797,Italy,Nebbiolo,94
104798,France,Sauvignon Blanc,94
104799,US,Cabernet Sauvignon,94
104800,France,Bordeaux-style White Blend,94
104801,Italy,Nebbiolo,94
104802,US,Pinot Noir,94
104803,France,Champagne Blend,94
104804,France,Champagne Blend,94
104805,US,Red Blend,94
104806,Italy,Nebbiolo,94
104807,US,Cabernet Sauvignon,94
104808,US,Sangiovese,94
104809,US,Cabernet Sauvignon,94
104810,US,Cabernet Sauvignon,94
104811,US,Chardonnay,94
104812,US,Cabernet Sauvignon,94
104813,France,Champagne Blend,93
104814,France,Champagne Blend,93
104815,Italy,Nebbiolo,93
104816,US,Chardonnay,93
104817,France,Bordeaux-style White Blend,93
104818,France,Bordeaux-style Red Blend,93
104819,France,Bordeaux-style White Blend,93
104820,US,Grenache Blanc,87
104821,Italy,Montepulciano,87
104822,Australia,Cabernet Sauvignon,87
104823,Italy,Vermentino,87
104824,US,Red Blend,87
104825,US,Chardonnay,87
104826,US,Merlot,87
104827,Italy,Montepulciano,87
104828,US,Pinot Noir,87
104829,US,Cabernet Sauvignon,87
104830,Italy,Montepulciano,87
104831,US,Pinot Noir,87
104832,Italy,Vermentino,87
104833,US,Cabernet Franc,87
104834,US,Pinot Noir,87
104835,France,Chenin Blanc,86
104836,Italy,Sangiovese,86
104837,France,Sauvignon Blanc,86
104838,France,Chenin Blanc,86
104839,Italy,Sangiovese,86
104840,Italy,Sagrantino,86
104841,Italy,Vermentino,86
104842,Italy,White Blend,86
104843,South Africa,Syrah,86
104844,France,Pinot Noir,86
104845,Chile,White Blend,86
104846,Chile,Red Blend,86
104847,US,Sauvignon Blanc,86
104848,Italy,Cannonau,86
104849,France,Sauvignon Blanc,86
104850,France,Colombard,85
104851,Australia,Shiraz,85
104852,US,Sauvignon Blanc,85
104853,US,Cabernet Sauvignon,85
104854,Argentina,Malbec,85
104855,US,Riesling,85
104856,Canada,Riesling,85
104857,Spain,Garnacha,85
104858,Argentina,Torrontés,85
104859,US,Viognier,85
104860,Italy,Barbera,85
104861,Australia,Shiraz,85
104862,US,Merlot,85
104863,Argentina,Viognier,85
104864,US,Port,85
104865,Australia,Shiraz,85
104866,US,Chardonnay,85
104867,Argentina,Malbec,85
104868,Spain,Verdejo,85
104869,Spain,Syrah,85
104870,Argentina,Merlot,85
104871,Argentina,Torrontés,85
104872,Italy,Nebbiolo,85
104873,France,Red Blend,85
104874,France,Red Blend,85
104875,US,Syrah,85
104876,US,Gewürztraminer,85
104877,Argentina,Malbec,85
104878,Spain,Syrah-Tempranillo,85
104879,Argentina,Malbec,85
104880,Italy,Red Blend,90
104881,US,Pinot Gris,90
104882,Italy,Red Blend,90
104883,Spain,Red Blend,90
104884,Italy,Red Blend,90
104885,US,Cabernet Franc,90
104886,Italy,Red Blend,90
104887,Italy,Sangiovese,90
104888,Italy,Red Blend,90
104889,Germany,Riesling,90
104890,Italy,Red Blend,90
104891,Spain,Tempranillo,90
104892,US,Pinot Noir,90
104893,Israel,Bordeaux-style Red Blend,90
104894,Italy,Sangiovese,90
104895,US,Petite Sirah,90
104896,Germany,Riesling,90
104897,Germany,Riesling,90
104898,US,Pinot Blanc,90
104899,Australia,Chardonnay,90
104900,US,Syrah,90
104901,Italy,Red Blend,90
104902,Germany,Riesling,90
104903,Australia,Chardonnay,90
104904,Italy,Red Blend,90
104905,US,Gewürztraminer,90
104906,Italy,Red Blend,90
104907,Italy,Red Blend,90
104908,US,Pinot Noir,90
104909,Italy,Red Blend,90
104910,Australia,Shiraz,92
104911,Austria,White Blend,92
104912,US,Merlot,92
104913,Argentina,Chardonnay,92
104914,France,Pinot Noir,92
104915,France,Pinot Noir,92
104916,Austria,Grüner Veltliner,92
104917,France,Pinot Noir,92
104918,US,Pinot Noir,92
104919,Austria,Welschriesling,92
104920,Australia,Shiraz,92
104921,Germany,Riesling,92
104922,US,Cabernet Franc,92
104923,France,Pinot Noir,92
104924,France,Chardonnay,92
104925,France,Pinot Noir,92
104926,Germany,Riesling,92
104927,US,Cabernet Sauvignon,92
104928,Argentina,Malbec,92
104929,France,Pinot Noir,92
104930,Austria,Riesling,92
104931,US,Pinot Noir,92
104932,France,Pinot Noir,92
104933,France,Pinot Noir,92
104934,US,Cabernet Sauvignon,92
104935,Germany,Riesling,92
104936,Argentina,Malbec,92
104937,Spain,Red Blend,92
104938,Germany,Riesling,92
104939,Argentina,Malbec,92
104940,US,Pinot Noir,88
104941,US,Pinot Noir,88
104942,US,Syrah,88
104943,France,Champagne Blend,88
104944,Italy,Aglianico,88
104945,Chile,Cabernet Sauvignon,88
104946,Georgia,Saperavi,88
104947,Italy,Negroamaro,88
104948,US,Sangiovese,88
104949,US,Cabernet Sauvignon,88
104950,Portugal,Portuguese Red,88
104951,Portugal,Port,88
104952,US,White Blend,88
104953,US,Gewürztraminer,88
104954,US,Zinfandel,88
104955,US,Mourvèdre,88
104956,US,Sparkling Blend,88
104957,Portugal,Verdelho,88
104958,Turkey,Okuzgozu,88
104959,Italy,Glera,88
104960,US,Pinot Noir,88
104961,France,Syrah-Grenache,88
104962,France,Rhône-style White Blend,88
104963,US,Sangiovese,88
104964,France,Chardonnay,88
104965,France,Champagne Blend,88
104966,Portugal,Alvarinho,88
104967,Romania,Sarba,88
104968,Italy,Primitivo,88
104969,Portugal,Portuguese Red,88
104970,Spain,Tempranillo,84
104971,US,Cabernet Franc,84
104972,US,Red Blend,84
104973,Chile,Carmenère,84
104974,US,Cabernet Franc,84
104975,US,Chardonnay,84
104976,US,Sauvignon Blanc,84
104977,Spain,White Blend,84
104978,New Zealand,Pinot Noir,84
104979,US,Carmenère,84
104980,Portugal,Bastardo,84
104981,Italy,Sangiovese,84
104982,New Zealand,Pinot Noir,84
104983,US,Riesling,84
104984,US,Cabernet Sauvignon,84
104985,Italy,Sangiovese,84
104986,US,Chardonnay,84
104987,Chile,Malbec,84
104988,Israel,Pinot Noir,84
104989,US,Sangiovese,84
104990,US,Rosé,84
104991,France,Cabernet Sauvignon,84
104992,US,Chardonnay,84
104993,Israel,Merlot,84
104994,Israel,Syrah,84
104995,Israel,Muscat,84
104996,Spain,Tempranillo,84
104997,France,Bordeaux-style Red Blend,84
104998,Spain,Tempranillo Blend,84
104999,US,Pinot Noir,84
105000,Italy,Barbera,85
105001,US,Pinot Noir,85
105002,South Africa,Pinotage,85
105003,New Zealand,Sauvignon Blanc,85
105004,South Africa,Chenin Blanc,85
105005,Chile,Pinot Noir,85
105006,Italy,Barbera,84
105007,France,White Blend,84
105008,US,Red Blend,84
105009,Chile,Sauvignon Blanc,84
105010,US,Zinfandel,84
105011,US,Gewürztraminer,84
105012,US,Sauvignon Blanc,84
105013,US,Sparkling Blend,84
105014,US,Marsanne-Roussanne,84
105015,US,Viognier,84
105016,South Africa,Sauvignon Blanc,84
105017,Italy,Barbera,84
105018,US,Red Blend,84
105019,US,Sauvignon Blanc,84
105020,South Africa,Chenin Blanc,84
105021,US,Zinfandel,84
105022,Australia,Pinot Noir,84
105023,France,Red Blend,84
105024,US,Chardonnay,84
105025,US,Merlot,84
105026,Australia,Pinot Noir,84
105027,Israel,Merlot,84
105028,Israel,Cabernet Sauvignon-Shiraz,84
105029,South Africa,Sauvignon Blanc,84
105030,Spain,Tempranillo,84
105031,Italy,Glera,84
105032,US,Sauvignon Blanc,84
105033,Germany,Riesling,84
105034,Uruguay,Tannat-Merlot,84
105035,Australia,Cabernet Merlot,84
105036,Spain,Tempranillo,84
105037,US,Cabernet Sauvignon,84
105038,US,Pinot Noir,84
105039,US,Cabernet Franc,84
105040,US,Petite Sirah,84
105041,Spain,Red Blend,84
105042,Germany,Riesling,84
105043,Spain,Tempranillo,84
105044,France,Bordeaux-style Red Blend,84
105045,Australia,Sauvignon Blanc,84
105046,US,Pinot Noir,84
105047,US,Barbera,84
105048,Australia,Sauvignon Blanc,84
105049,US,White Blend,84
105050,Germany,Riesling,84
105051,Spain,Tempranillo,84
105052,France,Bordeaux-style Red Blend,84
105053,Germany,Silvaner,84
105054,Spain,White Blend,84
105055,US,Pinot Noir,84
105056,Australia,Shiraz,84
105057,Spain,Tempranillo-Cabernet Sauvignon,84
105058,Australia,Viognier,84
105059,Australia,Red Blend,84
105060,Italy,Prosecco,87
105061,US,Syrah,87
105062,South Africa,Cabernet Sauvignon,87
105063,US,Zinfandel,87
105064,US,Pinot Noir,87
105065,US,Viognier,87
105066,US,Cabernet Sauvignon,87
105067,US,Cabernet Sauvignon,87
105068,Spain,Pinot Noir,87
105069,Italy,Prosecco,87
105070,US,Merlot,87
105071,Portugal,Portuguese White,87
105072,Portugal,Portuguese White,87
105073,Italy,Prosecco,87
105074,US,Pinot Gris,87
105075,Italy,Prosecco,87
105076,South Africa,Cabernet Sauvignon,87
105077,US,Cabernet Sauvignon,87
105078,US,Pinot Noir,87
105079,US,White Blend,87
105080,US,Syrah,87
105081,Italy,Prosecco,87
105082,US,Cabernet Sauvignon,87
105083,France,Gewürztraminer,87
105084,Portugal,Portuguese Red,87
105085,France,Muscat,87
105086,US,Cabernet Franc,87
105087,Portugal,Trincadeira,87
105088,US,Pinot Noir,87
105089,Portugal,Portuguese White,87
105090,US,Chardonnay,93
105091,Italy,Red Blend,93
105092,US,Malbec,93
105093,US,Merlot,93
105094,Italy,Nebbiolo,93
105095,US,Petit Verdot,93
105096,Italy,Nebbiolo,93
105097,US,Chardonnay,93
105098,France,Bordeaux-style Red Blend,93
105099,US,Chardonnay,93
105100,US,Pinot Noir,93
105101,US,Chardonnay,93
105102,US,Red Blend,93
105103,France,Sauvignon Blanc,93
105104,US,Cabernet Sauvignon,93
105105,US,Merlot,93
105106,US,Cabernet Sauvignon,93
105107,US,Chardonnay,93
105108,US,Syrah,93
105109,US,Syrah,93
105110,France,Bordeaux-style Red Blend,93
105111,US,Chardonnay,93
105112,France,Sauvignon Blanc,93
105113,France,Sauvignon Blanc,93
105114,US,Chardonnay,93
105115,US,Syrah,93
105116,US,Syrah,93
105117,France,Champagne Blend,93
105118,Italy,Nebbiolo,93
105119,Chile,Bordeaux-style Red Blend,93
105120,US,Pinot Noir,86
105121,France,Chenin Blanc,86
105122,US,Red Blend,86
105123,South Africa,Chardonnay,86
105124,South Africa,Red Blend,86
105125,France,Chenin Blanc,86
105126,US,Merlot,86
105127,Chile,Carmenère,86
105128,Italy,Nuragus,86
105129,Italy,Sangiovese,86
105130,Chile,Cabernet Sauvignon,86
105131,US,Gewürztraminer,86
105132,US,Merlot,86
105133,South Africa,Shiraz,86
105134,US,Cabernet Sauvignon,86
105135,Chile,Cabernet Sauvignon,86
105136,US,Cabernet Sauvignon,86
105137,Italy,Montepulciano,86
105138,Chile,Chardonnay,86
105139,Italy,Sangiovese,86
105140,US,Merlot,86
105141,Italy,Sangiovese,86
105142,Italy,Red Blend,86
105143,Australia,Shiraz-Cabernet Sauvignon,86
105144,France,Melon,86
105145,South Africa,Sauvignon Blanc,86
105146,New Zealand,Pinot Noir,86
105147,Italy,Red Blend,86
105148,South Africa,Sauvignon Blanc,86
105149,South Africa,Chardonnay,86
105150,Italy,Red Blend,90
105151,Italy,Red Blend,90
105152,Italy,Cabernet Blend,90
105153,Italy,Red Blend,90
105154,Italy,Red Blend,90
105155,Italy,Red Blend,90
105156,US,Gewürztraminer,90
105157,Italy,Red Blend,90
105158,Italy,Sangiovese,90
105159,Germany,Riesling,90
105160,US,Cabernet Sauvignon,90
105161,Italy,Red Blend,90
105162,US,Chardonnay,90
105163,Italy,Sangiovese,90
105164,Italy,Merlot,90
105165,Italy,Syrah,90
105166,US,Zinfandel,90
105167,Portugal,Portuguese Red,90
105168,Portugal,Touriga Nacional,90
105169,US,Syrah,90
105170,Italy,Syrah,90
105171,France,Bordeaux-style Red Blend,90
105172,Italy,Merlot,90
105173,Italy,Red Blend,90
105174,France,Bordeaux-style Red Blend,90
105175,Italy,Red Blend,90
105176,Italy,Red Blend,90
105177,Italy,Red Blend,90
105178,US,Cabernet Sauvignon,90
105179,US,Chardonnay,90
105180,US,Sauvignon Blanc,85
105181,US,Bordeaux-style Red Blend,85
105182,Spain,Rosé,85
105183,US,Chardonnay,85
105184,US,Cabernet Sauvignon,85
105185,US,Pinot Noir,85
105186,US,Cabernet Sauvignon,85
105187,Argentina,Chardonnay,85
105188,US,Chardonnay,85
105189,US,Merlot,85
105190,US,Merlot,85
105191,Spain,Tempranillo Blend,85
105192,Argentina,Malbec,85
105193,Italy,Cortese,85
105194,US,Dolcetto,85
105195,US,Cabernet Sauvignon,85
105196,France,Red Blend,85
105197,France,Red Blend,85
105198,US,Cabernet Franc,85
105199,Argentina,Cabernet Sauvignon,85
105200,US,Pinot Noir,85
105201,Spain,Red Blend,85
105202,France,Colombard-Sauvignon Blanc,85
105203,Spain,Verdejo,85
105204,Argentina,Viognier,85
105205,Argentina,Malbec,85
105206,Spain,Red Blend,85
105207,Spain,Verdejo,85
105208,US,Pinot Gris,85
105209,US,Cabernet Sauvignon,85
105210,Germany,Riesling,91
105211,Germany,Riesling,91
105212,Argentina,Red Blend,91
105213,US,Chardonnay,91
105214,Austria,Grüner Veltliner,91
105215,Germany,Riesling,91
105216,Australia,Shiraz,91
105217,Austria,Grüner Veltliner,91
105218,US,Cabernet Franc,91
105219,Argentina,Red Blend,91
105220,Austria,Sauvignon Blanc,91
105221,Austria,White Blend,91
105222,Argentina,Merlot-Malbec,91
105223,US,Chardonnay,91
105224,Germany,Riesling,91
105225,Germany,Riesling,91
105226,Spain,Graciano,91
105227,Spain,Tempranillo Blend,91
105228,Argentina,Red Blend,91
105229,France,Pinot Noir,91
105230,Australia,Shiraz,91
105231,US,Pinot Noir,91
105232,US,Red Blend,91
105233,Australia,Shiraz-Viognier,91
105234,US,Syrah,91
105235,Italy,Prosecco,91
105236,Argentina,Malbec,91
105237,US,Sauvignon Blanc,91
105238,Germany,Riesling,91
105239,Australia,Shiraz,91
105240,Portugal,Portuguese Red,88
105241,Portugal,Portuguese Red,88
105242,Hungary,Kekfrankos,88
105243,Italy,Primitivo,88
105244,US,Pinot Noir,88
105245,Romania,Muskat Ottonel,88
105246,US,Zinfandel,88
105247,Chile,Chardonnay,88
105248,US,Meritage,87
105249,Chile,Carmenère,87
105250,US,Touriga Nacional,87
105251,France,Chenin Blanc,87
105252,France,Picpoul,87
105253,Portugal,Arinto,87
105254,Italy,Falanghina,87
105255,France,Champagne Blend,87
105256,Portugal,Portuguese Red,87
105257,US,Cabernet Sauvignon,87
105258,France,White Blend,87
105259,US,Sauvignon Blanc,87
105260,France,Syrah,87
105261,Portugal,Port,87
105262,Slovenia,Ribolla Gialla,87
105263,Italy,Greco,87
105264,Chile,Carmenère,87
105265,Chile,Viognier,87
105266,US,Cabernet Franc,87
105267,Portugal,Portuguese White,87
105268,US,Sparkling Blend,87
105269,Italy,Sparkling Blend,87
105270,US,Red Blend,84
105271,US,Zinfandel,84
105272,Italy,Dolcetto,84
105273,US,Red Blend,84
105274,Italy,Barbera,84
105275,US,Cabernet Sauvignon,84
105276,New Zealand,Sauvignon Blanc,84
105277,US,Zinfandel,84
105278,US,Merlot,84
105279,US,Riesling,84
105280,US,Cabernet Sauvignon,84
105281,Australia,Pinot Grigio,84
105282,US,Merlot,84
105283,New Zealand,Sauvignon Blanc,84
105284,Chile,Carmenère,84
105285,Chile,Merlot,84
105286,US,Cabernet Franc,84
105287,Australia,Pinot Grigio,84
105288,US,Petite Sirah,84
105289,France,Rosé,84
105290,US,Red Blend,84
105291,US,Merlot,84
105292,New Zealand,Sauvignon Blanc,84
105293,US,Syrah,84
105294,New Zealand,Sauvignon Blanc,84
105295,France,Red Blend,84
105296,New Zealand,Sauvignon Blanc,84
105297,US,Moscato,84
105298,South Africa,Sauvignon Blanc,84
105299,US,Chardonnay,84
105300,Chile,Cabernet Sauvignon,84
105301,US,Sauvignon Blanc,84
105302,US,Sauvignon Blanc,84
105303,Italy,Sangiovese,83
105304,Spain,Tinto Fino,83
105305,US,Cabernet Franc,83
105306,US,Chardonnay,83
105307,US,Pinot Noir,83
105308,Spain,Rosé,83
105309,Chile,Malbec,83
105310,Canada,Gewürztraminer,83
105311,Italy,Sangiovese,83
105312,US,Red Blend,83
105313,Israel,Chardonnay,83
105314,Portugal,Rosé,83
105315,US,Cabernet Franc,83
105316,Italy,Sangiovese,83
105317,US,Roussanne,83
105318,Spain,Rosé,83
105319,Spain,Monastrell-Syrah,83
105320,US,Merlot,83
105321,US,Riesling,83
105322,Italy,Sangiovese,83
105323,US,Cabernet Sauvignon,83
105324,US,Merlot,83
105325,US,Chardonnay,83
105326,US,Red Blend,83
105327,US,Syrah-Grenache,83
105328,US,Cabernet Franc,83
105329,Spain,Viura,83
105330,France,Grenache Blanc,87
105331,US,Cabernet Franc,87
105332,US,Merlot,87
105333,US,Pinot Blanc,87
105334,Italy,Prosecco,87
105335,Italy,Prosecco,87
105336,US,Cabernet Sauvignon,87
105337,US,Pinot Grigio,87
105338,Italy,Prosecco,87
105339,Italy,Prosecco,86
105340,Italy,Prosecco,86
105341,US,Rosé,86
105342,US,Syrah,86
105343,France,Sauvignon Blanc,86
105344,US,Zinfandel,86
105345,Italy,Prosecco,86
105346,Italy,Prosecco,86
105347,US,Chardonnay,86
105348,US,Cabernet Sauvignon,86
105349,South Africa,Cabernet Sauvignon,86
105350,US,Chardonnay,86
105351,Australia,Red Blend,86
105352,US,Pinot Noir,86
105353,US,Shiraz,86
105354,Italy,Prosecco,86
105355,France,Chenin Blanc,86
105356,Italy,Prosecco,86
105357,US,Pinot Noir,86
105358,US,Red Blend,86
105359,France,Chardonnay,86
105360,New Zealand,Pinot Noir,84
105361,US,Pinot Noir,84
105362,US,Zinfandel,84
105363,Spain,Mencía,84
105364,US,Pinot Noir,84
105365,New Zealand,Gewürztraminer,84
105366,France,Bordeaux-style Red Blend,84
105367,US,Chardonnay,84
105368,US,Red Blend,84
105369,France,Alsace white blend,84
105370,France,Rosé,84
105371,Spain,Tempranillo,84
105372,France,Bordeaux-style Red Blend,84
105373,France,Bordeaux-style Red Blend,84
105374,Spain,Garnacha,84
105375,Italy,Tocai Rosso,84
105376,US,Cabernet Sauvignon,84
105377,US,Zinfandel,84
105378,Spain,Tempranillo Blend,84
105379,Germany,Riesling,84
105380,Spain,Tempranillo,84
105381,Brazil,Cabernet Sauvignon-Merlot,84
105382,Australia,Shiraz,84
105383,France,Bordeaux-style Red Blend,84
105384,France,Bordeaux-style White Blend,83
105385,US,Merlot,83
105386,Italy,Glera,83
105387,Spain,Tempranillo,83
105388,Germany,Riesling,83
105389,US,Merlot,83
105390,US,Cabernet Sauvignon,93
105391,Italy,Nebbiolo,93
105392,Italy,Nebbiolo,93
105393,US,Chardonnay,93
105394,France,Champagne Blend,93
105395,US,Merlot,93
105396,US,Cabernet Sauvignon,93
105397,Italy,Nebbiolo,93
105398,France,Sauvignon Blanc,93
105399,US,Red Blend,93
105400,US,Pinot Noir,93
105401,Italy,Nebbiolo,93
105402,US,Pinot Noir,93
105403,Italy,Nebbiolo,93
105404,France,Champagne Blend,93
105405,Italy,Nebbiolo,93
105406,US,Riesling,93
105407,Italy,Nebbiolo,93
105408,US,Cabernet Sauvignon-Merlot,93
105409,France,Bordeaux-style Red Blend,92
105410,Italy,Nebbiolo,92
105411,Chile,Syrah,92
105412,US,Merlot,92
105413,Italy,Nebbiolo,92
105414,US,Cabernet Sauvignon,92
105415,US,Bordeaux-style White Blend,92
105416,US,Syrah,92
105417,US,Rosé,92
105418,Italy,Nebbiolo,92
105419,US,Merlot,92
105420,France,Cabernet Franc,86
105421,Italy,Rosé,86
105422,US,Cabernet Sauvignon,86
105423,US,Cabernet Sauvignon,86
105424,New Zealand,Gewürztraminer,86
105425,Italy,Vermentino,86
105426,France,Sauvignon Blanc,86
105427,New Zealand,Pinot Noir,86
105428,New Zealand,Sauvignon Blanc,86
105429,Italy,Pinot Grigio,86
105430,US,Sagrantino,86
105431,Chile,Syrah,86
105432,US,Sangiovese,86
105433,South Africa,Chardonnay,86
105434,US,Mourvèdre,86
105435,Italy,Carignano,86
105436,Italy,Monica,86
105437,Italy,Montepulciano,86
105438,US,Merlot,86
105439,Chile,Merlot,86
105440,Chile,Viognier,86
105441,US,Pinot Noir,86
105442,France,Sauvignon Blanc,86
105443,Italy,Sangiovese,86
105444,Chile,Chardonnay,86
105445,US,Chardonnay,86
105446,US,Riesling,86
105447,New Zealand,Chardonnay,86
105448,Chile,Chardonnay,86
105449,Italy,Sangiovese,86
105450,Spain,Tinta de Toro,90
105451,Portugal,Portuguese Red,90
105452,Italy,Sangiovese,90
105453,Italy,Red Blend,90
105454,Italy,Sangiovese Grosso,90
105455,Portugal,Portuguese Red,90
105456,Portugal,Touriga Nacional Blend,90
105457,Italy,Merlot,90
105458,Italy,Cabernet Franc,90
105459,Australia,Chardonnay,90
105460,Italy,Red Blend,90
105461,Italy,Red Blend,90
105462,Italy,Red Blend,90
105463,US,Muscat,90
105464,US,Roussanne,90
105465,Italy,Red Blend,90
105466,Australia,Chardonnay,90
105467,US,Zinfandel,90
105468,Italy,Red Blend,90
105469,Italy,Red Blend,90
105470,Italy,Cabernet Sauvignon,90
105471,Italy,Cabernet Sauvignon,90
105472,Italy,Merlot,90
105473,France,Bordeaux-style White Blend,90
105474,Spain,Sherry,90
105475,Italy,Red Blend,90
105476,Germany,Riesling,90
105477,Italy,Red Blend,90
105478,Spain,Tempranillo,90
105479,Spain,Tinta de Toro,90
105480,US,Pinot Noir,85
105481,Italy,Nebbiolo,85
105482,US,Meritage,85
105483,France,Malbec,85
105484,US,Cabernet Franc,85
105485,Italy,Cortese,85
105486,Australia,Shiraz,85
105487,US,Syrah,85
105488,US,Cabernet Sauvignon,85
105489,US,Cabernet Sauvignon,85
105490,US,Pinot Noir,85
105491,Argentina,Malbec,85
105492,Australia,Shiraz,85
105493,Argentina,Malbec,85
105494,Italy,Arneis,84
105495,US,Merlot-Syrah,84
105496,US,Semillon-Chardonnay,84
105497,US,Bordeaux-style Red Blend,84
105498,Spain,Tempranillo-Cabernet Sauvignon,84
105499,Italy,Cortese,84
105500,US,Riesling,84
105501,US,Chardonnay,84
105502,US,Gewürztraminer,84
105503,Italy,Cortese,84
105504,US,Bordeaux-style Red Blend,84
105505,Italy,Brachetto,84
105506,Argentina,Chardonnay,84
105507,Argentina,Malbec,84
105508,Argentina,Bonarda,84
105509,US,Cabernet Sauvignon,84
105510,Austria,Grauburgunder,91
105511,US,Pinot Noir,91
105512,US,Cabernet Sauvignon,91
105513,US,Red Blend,91
105514,US,Pinot Noir,91
105515,Germany,Riesling,91
105516,US,Syrah,91
